UF,INSTITUICAO,MODALIDADE,NOME_POLO_OU_CAMPUS,MUNICIPIO_POLO,CURSO,URL_FONTE,URL_DOWNLOAD_PDF,URL_DOWNLOAD_PDF_LIMPA,STATUS_LINK,HASH_OU_ID_PDF_CANONICO,PPC_COMPARTILHADO,GRUPO_COMPARTILHAMENTO_ID,QTD_POLOS_NO_GRUPO,TIPO_VINCULO,ANO_PPC,LOCALIDADE_DOCUMENTO,NOME_ARQUIVO_LOCAL,CAMINHO_ARQUIVO_LOCAL,EVIDENCIA_MINIMA,OBS,ACAO_RECOMENDADA,DOC_ID
BA,UFRB,Educação Presencial,Unidade SEDE,Cruz das Almas,Licenciatura em Matematica,https://portal.ifba.edu.br/ead/uab/cursos/licenciaturas/matematica/lic-matematica,https://portal.ifba.edu.br/ead/uab/cursos/licenciaturas/matematica/documentos/ppc-2023-licmatead_merged-final.pdf,https://portal.ifba.edu.br/ead/uab/cursos/licenciaturas/matematica/documentos/ppc-2023-licmatead_merged-final.pdf,OK_PDF,EE12BA1E3E451CFB965340844A3894927AC0FC0EA750021A3B1E7C5CB33A7690,SIM,,5,INSTITUCIONAL_COMPARTILHADO,2023,POLOS_4__Itabuna_Brumado_Eunapolis_Dias_d_Avila,BA__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_da_Bahia_IFBA__EAD__POLOS_6__Paulo_Afonso_Dias_d_Avila_Euclides_da_Cunha_Irece_Seabra_Salvador__2023__DOC0006.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__Instituto_Federal_de_Educacao_Ciencia_e_Tecnologia_da_Bahia_IFBA__EAD__POLOS_6__Paulo_Afonso_Dias_d_Avila_Euclides_da_Cunha_Irece_Seabra_Salvador__2023__DOC0006.pdf,"A página de cursos de graduação do CETEC/UFRB referencia PPCs de Licenciatura em Matemática presencial (CFP/Amargosa) e a distância (LMatEaD), mas não há indicação ou documento público de PPC de Licenciatura em Matemática presencial específico da unidade sede em Cruz das Almas.[web:103][web:78]","O PPC presencial de Licenciatura em Matemática localizado em ufrb.edu.br refere-se ao curso do Centro de Formação de Professores (CFP), em Amargosa, conforme documento 'PPC_Licenciatura_em_Matemática_2019_2020.pdf', que explicita 'MODALIDADE: Presencial' e dados do CFP.[web:78] Já a Licenciatura em Matemática EaD possui PPC próprio (PPC_LMatEaD) vinculado ao CETEC.[web:94][web:95] Não foi encontrado, contudo, um PPC presencial de Licenciatura em Matemática vinculado à unidade sede (Cruz das Almas), nem link correspondente em páginas do CETEC, motivo pelo qual o PPC para esse item permanece não localizado.",OK,DOC0006
BA,UFBA,Educação a Distância,SANTO ESTÊVÃO-BA CENTRO,Santo Estêvão,Licenciatura em Matematica,https://unead.uneb.br/wp-content/uploads/2019/09/RESOLU%C3%87%C3%83O-N.%C2%BA-801-2010-CONSU-POLOS-DE-FUNCIONAMENTO-DAS-GRADUA%C3%87%C3%95ES-EAD-UNEB.pdf,NAO_ENCONTRADO,,NAO_ENCONTRADO,,NAO,,1,POLO_ESPECIFICO,NAO_ENCONTRADO,,,,"A Resolução CONSU nº 801/2010 lista o 'Centro Educacional de Seabra – Polo UAB 18' como polo de funcionamento de cursos de graduação EaD da UNEB, mas não especifica quais cursos, nem apresenta Projeto Pedagógico do Curso de Licenciatura em Matemática; a página da Licenciatura em Matemática EaD da UNEAD não fornece PPC em PDF.[web:291][web:99]","A lista de polos na página 'UFBA EAD' não inclui Santo Estêvão entre os polos associados à Licenciatura em Matemática EaD da UFBA, embora o município apareça em outras ofertas EaD da UNEB.[web:204][web:119] As páginas da SEAD/UFBA para as diferentes ofertas da Licenciatura em Matemática EaD disponibilizam apenas o currículo e não um PPC em PDF.[web:185][web:182][web:188][web:191] O relatório INEP de 2014 menciona o PPC de Matemática EaD, mas não está anexado.[web:177] Sem evidência literal do vínculo da Matemática EaD da UFBA ao polo Santo Estêvão e sem PPC público, o status permanece NAO_ENCONTRADO.",NOVA_BUSCA,
BA,UNEB,Educação Presencial,Campus IX - Barreiras,Barreiras,Licenciatura em Matematica,https://ingresso.ufba.br/ead,https://dcht17.uneb.br/wp-content/uploads/2021/07/PROJETO-PEDAGOGICO.pdf,https://dcht17.uneb.br/wp-content/uploads/2021/07/PROJETO-PEDAGOGICO.pdf,OK_PDF,698FF7879F56570A79FD23E60E708BC6D9C1589B0916117ABE5C5D73C8003C14,NAO,,1,POLO_ESPECIFICO,NAO_ENCONTRADO,POLOS_1__Barreiras,BA__UNEB__PRESENCIAL__POLOS_1__Barreiras__NAO_ENCONTRADO__DOC0025.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UNEB__PRESENCIAL__POLOS_1__Barreiras__NAO_ENCONTRADO__DOC0025.pdf,"A UFBA divulga polos de Licenciatura em Matemática EaD em municípios como Guanambi, Irecê, Itaberaba, Juazeiro e Santo Amaro, sem mencionar Vitória da Conquista, e não há PPC de Matemática EaD publicado em PDF; portanto, não há fonte oficial que associe um PPC ao polo Vitória da Conquista-BA Recreio.[web:204][web:185][web:177]","O PPC institucional do DCHT, disponível em 'PROJETO-PEDAGOGICO.pdf', apresenta diretrizes pedagógicas, perfis de cursos e uma tabela na qual consta 'Matemática (Licenciatura)' como curso ofertado pelo Centro de Ensino Superior de Barreiras – Campus IX, além de outros cursos como Sistemas de Informação.[web:89] Embora o documento trate de um projeto pedagógico mais amplo (abrangendo o DCHT VIII, o Centro de Ensino Superior de Barreiras – Campus IX e outros), ele é o único material em domínio uneb.br que vincula explicitamente 'Matemática (Licenciatura)' ao Campus IX – Barreiras dentro de um contexto de PPC. Não há, porém, um PPC específico apenas para Matemática de Barreiras com ano claramente indicado; por isso, ano_ppc permanece em branco e recomenda-se validação institucional quanto ao uso desse PPC compartilhado para os campi indicados.",NOVA_BUSCA,DOC0025
BA,UNEB,Educação a Distância,Polo UAB - IBOTIRAMA,Ibotirama,Licenciatura em Matematica,https://unead.uneb.br/index.php/matematica/,NAO_ENCONTRADO,,OK_PDF_MANUAL,2C836C306FA7B9227A01C2869A2030F54B66AA1EADAAD55931770B3A84124A90,NAO,,1,POLO_ESPECIFICO,NAO_ENCONTRADO,POLO__Polo_UAB_IBOTIRAMA__Ibotirama,BA__UNEB__EAD__POLO__Polo_UAB_SENHOR_DO_BONFIM__Senhor_do_Bonfim__NAO_ENCONTRADO__DOC0026.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UNEB__EAD__POLO__Polo_UAB_SENHOR_DO_BONFIM__Senhor_do_Bonfim__NAO_ENCONTRADO__DOC0026.pdf,"O Conselho Estadual de Educação da Bahia aprovou as condições de funcionamento do curso de Licenciatura em Matemática EaD da UNEB para polos como Ibotirama, mas o parecer não torna público o Projeto Pedagógico do Curso; a UNEAD também não disponibiliza PPC em seu site.[web:116][web:99]","A notícia do CEE/BA cita explicitamente que o curso de Licenciatura em Matemática (EaD) da UNEB teve condições de funcionamento aprovadas para os polos Euclides da Cunha, Ibotirama, Ipiaú, Jequié, Rafael Jambeiro e Senhor do Bonfim, o que confirma a atuação do curso EaD em Ibotirama.[web:116] Todavia, o parecer não traz o PPC em anexo, e a página da Licenciatura em Matemática EaD na UNEAD/UNEB apresenta apenas informações gerais, duração e matrizes, sem link para PPC em PDF.[web:99] Assim, para o polo UAB Ibotirama o PPC não pôde ser localizado em fonte oficial pública.",OK,DOC0026
BA,UESB,Educação Presencial,CAMPUS  - VITÓRIA DA CONQUISTA - ZONA RURAL,Vitória da Conquista,Licenciatura em Matematica,https://sead.ufba.br/cursos/licenciatura-em-matematica-5a-oferta,https://www2.uesb.br/curso/matematica/matematicavca2/wp-content/uploads/2024/02/Projeto-Pedagogico.pdf,https://www2.uesb.br/curso/matematica/matematicavca2/wp-content/uploads/2024/02/Projeto-Pedagogico.pdf,OK_PDF,BDB19A70728FBD0C968EE494FEA139D2CD96D42FF3309294056B320824A376C4,NAO,,1,POLO_ESPECIFICO,NAO_ENCONTRADO,POLO__CAMPUS_VITORIA_DA_CONQUISTA_ZONA_RURAL__Vitoria_da_Conquista,BA__UESB__PRESENCIAL__POLOS_2__Vitoria_da_Conquista__2023__DOC0012.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UESB__PRESENCIAL__POLOS_2__Vitoria_da_Conquista__2023__DOC0012.pdf,"Embora documentos da UFBA confirmem a existência da Licenciatura em Matemática EaD e listem polos como Guanambi, Irecê, Itaberaba, Juazeiro e Santo Amaro, não foi encontrada referência oficial que vincule explicitamente o curso de Matemática EaD ao polo Santo Estêvão nem disponibilize o PPC em PDF.[web:204][web:185][web:177]","O documento 'projeto pedagógico do curso de licenciatura em matemática' da UESB descreve o curso de Matemática da instituição, com seções sobre histórico, fundamentos, objetivos, organização curricular e estágio; o texto menciona que a UESB integra os campi de Vitória da Conquista, Jequié e Itapetinga e apresenta, no início, o endereço do Campus de Vitória da Conquista na Estrada do Bem Querer, km 4, o que caracteriza o PPC como pertencente ao curso do campus Vitória da Conquista.[web:153] A página do curso Matemática – Vitória da Conquista (VCA2) referencia esse arquivo como projeto pedagógico do curso.[web:153] O ano de aprovação/implantação do PPC não aparece de forma inequívoca no trecho acessível e requer leitura completa para identificação, portanto ano_ppc fica em branco.",NOVA_BUSCA,DOC0012
BA,UESC,Educação a Distância,Polo UAB - AMARGOSA,Amargosa,Licenciatura em Matematica,https://colmat.ufba.br/estrutura-curricular,https://colmat.ufba.br/sites/colmat.ufba.br/files/ppc_matematica_noturno_2009_0.pdf,https://colmat.ufba.br/sites/colmat.ufba.br/files/ppc_matematica_noturno_2009_0.pdf,OK_PDF,F1A3D1FA1B9AC4B4EC36EC1E3E915010DFC31958B284907795FE369BAAF28EA4,SIM,,1,POLO_ESPECIFICO,NAO_ENCONTRADO,POLOS_3__Salvador_Ibotirama_Alagoinhas,BA__UFBA__PRESENCIAL__POLOS_2__Salvador__2009__DOC0010.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UFBA__PRESENCIAL__POLOS_2__Salvador__2009__DOC0010.pdf,"A página oficial do curso de Licenciatura em Matemática a distância da UESC descreve o curso e menciona a existência de um 'Projeto Pedagógico do Curso' como item de menu, mas na busca atual não foi possível recuperar o link ou o PDF correspondente; editais e notícias indicam a oferta do curso em polos UAB, porém não trazem o PPC em anexo.[web:164][web:168][web:173]","A página 'Estrutura Curricular' do Colegiado de Matemática da UFBA referencia matrizes curriculares da Licenciatura em Matemática e, na mesma área do site, está o PDF 'Projeto pedagógico do Curso noturno de Licenciatura em Matemática', que apresenta o PPC do curso de Licenciatura em Matemática (turno noturno) do campus Salvador (Ondina).[web:178][web:192] O documento trata de objetivos gerais ('Preparar profissionais capazes de exercer uma liderança intelectual, social e política...'), perfil do egresso e lista de disciplinas com cargas horárias, caracterizando-se como Projeto Pedagógico do Curso.[web:192] O ano exato de aprovação ou implantação não é identificado de forma inequívoca no trecho acessível (o '2009' aparece no nome do arquivo), por cautela o campo ano_ppc permanece em branco e deve ser confirmado em leitura integral do PPC ou em resolução correlata.",OK,DOC0010
BA,UFRB,Educação a Distância,Polo UAB: CAPIM GROSSO - JARDIM ARAUJO,Capim Grosso,Licenciatura em Matematica,http://www.ba.gov.br/conselhodeeducacao/noticias/2025-02/1137/matematica-ead-da-uneb-licenciatura-tem-condicoes-de-funcionamento-aprovadas,https://ufrb.edu.br/cetec/images/documentos/Diversos/PPC_LMatEaD.pdf,https://ufrb.edu.br/cetec/images/documentos/Diversos/PPC_LMatEaD.pdf,OK_PDF,40F4848128BE5761076E3842132F510C17066B93408DEE582A011E7A86FC7A81,NAO,,1,POLO_ESPECIFICO,NAO_ENCONTRADO,POLOS_9__Cruz_das_Almas_Teixeira_de_Freitas_Capim_Grosso_Vitoria_da_Conquista_Rio_Real_Ilheus_Ipira_,BA__UFRB__EAD__POLOS_3__Macaubas_Vitoria_da_Conquista_Ipira__2019__DOC0007.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UFRB__EAD__POLOS_3__Macaubas_Vitoria_da_Conquista_Ipira__2019__DOC0007.pdf,"O documento 'PPC_LMatEaD.pdf' é o 'Projeto Pedagógico do Curso de Licenciatura em Matemática na modalidade de educação a distância' da UFRB, vinculado ao CETEC/UFRB e ofertado via Sistema UAB; a página oficial do curso EaD lista Capim Grosso entre os polos de apoio presenciais atendidos por esse curso.[web:94][web:75][web:95]","A página 'Curso de Licenciatura em Matemática - UFRB' (EaD) apresenta o curso como vinculado ao Centro de Ciências Exatas e Tecnológicas (CETEC), ofertado desde 2014.2, com 300 vagas anuais distribuídas em polos de apoio presenciais credenciados ao Sistema UAB, incluindo Capim Grosso.[web:95][web:241][web:245] O arquivo 'PPC_LMatEaD.pdf', em domínio ufrb.edu.br, é identificado como 'Projeto Pedagógico do Curso de Licenciatura em Matemática na modalidade de educação a distância da UFRB', descrevendo princípios, organização curricular e carga horária do curso LMatEaD.[web:94][web:75] Como o PPC é único para o curso EaD e a própria página institucional relaciona vários polos (Alagoinhas, Amargosa, Capim Grosso, Feira de Santana, Irecê, Itaberaba, Macaúbas, Remanso, Rio Real, Sapeaçu, Simões Filho e Teixeira de Freitas), o documento é compartilhado entre todos esses polos, inclusive Capim Grosso.[web:95]",VALIDACAO_MANUAL,DOC0007
BA,UNEB,Educação a Distância,Polo UAB - SEABRA,Seabra,Licenciatura em Matematica,https://sigaa.ufpi.br/sigaa/verProducao?idProducao=210544&key=6ac3fbdec53a0d9391908017fbeebc43,NAO_ENCONTRADO,,NAO_ENCONTRADO,,NAO,,1,POLO_ESPECIFICO,NAO_ENCONTRADO,,,,"A Resolução CONSU nº 801/2010 lista o 'Centro Educacional de Seabra – Polo UAB 18' como polo de funcionamento de cursos de graduação EaD da UNEB, mas não especifica quais cursos, nem apresenta Projeto Pedagógico do Curso de Licenciatura em Matemática; a página da Licenciatura em Matemática EaD da UNEAD não fornece PPC em PDF.[web:291][web:99]","A UFPI possui PPCs oficiais para a Licenciatura em Matemática presencial (por exemplo, PPC 2023 do CCN em Teresina)[web:218][web:220] e PPCs de Licenciatura em Matemática em outros campi (CMRV/UFDPar).[web:219][web:221] Há também um Projeto Pedagógico específico para a Licenciatura em Matemática na modalidade a distância no âmbito da UFPI, descrito no SIGAA,[web:224][web:221] mas este não foi localizado em formato PDF público, nem com vinculação explícita ao polo de Campo Alegre de Lourdes-BA. Assim, não é possível fornecer URL de download em PDF nem assegurar o ano_ppc a partir de fonte oficial acessível.",NOVA_BUSCA,
BA,UESB,Educação Presencial,Campus de Jequié,Jequié,Licenciatura em Matematica,https://portal.ifba.edu.br/ead/uab/cursos/licenciaturas/matematica/lic-matematica,,,NAO_ENCONTRADO,,SIM,,5,POLO_ESPECIFICO,NAO_ENCONTRADO,POLOS_7__Sao_Francisco_do_Conde_Paulo_Afonso_Irece_Lauro_de_Freitas_Seabra_Salvador_Euclides_da_Cunh,,,"Resolução em domínio oficial do IFBA aprova 'o Projeto Pedagógico do Curso Superior de Licenciatura em Matemática na modalidade Educação a Distância do campus Salvador', disponibilizado no arquivo PPC_Lic._Matematica_EaD_1.pdf, que é o PPC do curso de Licenciatura em Matemática EaD do IFBA.[web:16][web:15] | EXCLUIDO_MANUAL_NAO_PPC_BA_DOC0001","A página 'LICENCIATURA EM MATEMÁTICA — IFBA' descreve o curso de Licenciatura em Matemática na modalidade a distância do IFBA, com objetivo de formar professores para a Educação Básica.[web:15] O documento PPC_Lic._Matematica_EaD_1.pdf, hospedado no mesmo domínio, é explicitamente identificado em sua resolução como o Projeto Pedagógico do Curso de Licenciatura em Matemática EaD do campus Salvador,[web:16] que é o curso EaD utilizado para atender diferentes polos UAB.[web:9][web:122][web:129] Como o PPC é definido em nível de curso EaD e não por polo, o mesmo documento fundamenta a oferta em vários polos (Euclides da Cunha, Salvador, Paulo Afonso, Seabra etc.), razão pela qual se considera o PPC compartilhado, incluindo o polo UAB de Irecê, embora o ano do PPC não esteja claramente legível na parte acessível do PDF e exija leitura integral para confirmação.[web:15][web:16][web:9] | Excluido manualmente: BA DOC0001 nao e PPC valido.",VALIDACAO_MANUAL,DOC0001
BA,UFBA,Educação a Distância,GUANAMBI-BA CENTRO,Guanambi,Licenciatura em Matematica,https://dedc13.uneb.br,NAO_ENCONTRADO,,NAO_ENCONTRADO,,NAO,,1,POLO_ESPECIFICO,NAO_ENCONTRADO,,,,"Os documentos da SEAD/UFBA e avaliações oficiais comprovam a existência e funcionamento da Licenciatura em Matemática EaD, mas não disponibilizam o PPC em PDF nem o vinculam publicamente a um polo específico como Guanambi-BA Centro.[web:180][web:183][web:177][page:1]","Na página institucional do DEDC Campus XIII consta que o departamento oferta cursos de licenciatura em História, Letras com Língua Portuguesa e Literaturas, Pedagogia e Direito, não havendo referência a um curso de Licenciatura em Matemática.[web:273] O repositório Saber Aberto da UNEB, na comunidade de graduação do Campus XIII, lista licenciaturas em História e Letras, também sem indicar Matemática entre os cursos.[web:275] O estudo da SBEM sobre os cursos de Licenciatura em Matemática na UNEB identifica apenas os campi II, VI, VII, VIII, IX e X como ofertantes do curso,[web:252] o que reforça a ausência de referência a Matemática no Campus XIII. Não foi localizado qualquer Projeto Pedagógico de Curso de Licenciatura em Matemática para este campus em domínio uneb.br, motivo pelo qual o PPC é considerado não encontrado.",NOVA_BUSCA,
BA,UNEB,Educação a Distância,PINTADAS,Pintadas,Licenciatura em Matematica,https://unead.uneb.br/index.php/matematica/,https://unead.uneb.br/wp-content/uploads/2021/06/MATRIZ-MATEMATICA-2010-1.pdf,https://unead.uneb.br/wp-content/uploads/2021/06/MATRIZ-MATEMATICA-2010-1.pdf,OK_PDF,26406F78AFA95437A257FF8F1AE1AAC875208FD3279FBA9F0C11746B5B30759D,SIM,,21,INSTITUCIONAL_COMPARTILHADO,2010,POLOS_6__Ibotirama_Conceicao_do_Coite_Irece_Carinhanha_Cristopolis_Simoes_Filho,BA__Universidade_do_Estado_da_Bahia_UNEB__EAD__POLOS_7__Ibotirama_Salvador_Brumado_Euclides_da_Cunha_Conceicao_do_Coite_Xique_Xique__2010__DOC0017.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__Universidade_do_Estado_da_Bahia_UNEB__EAD__POLOS_7__Ibotirama_Salvador_Brumado_Euclides_da_Cunha_Conceicao_do_Coite_Xique_Xique__2010__DOC0017.pdf,"Curso: MATEMÁTICA... Nível: Graduação - EAD... O documento do PPC é rigorosamente compartilhado e aplicado de forma isomórfica entre todos os polos de oferta integrados via sistema UAB, abrangendo o polo instalado no município de Euclides da Cunha.","O relatório INEP/MEC detalha o PPC e o funcionamento do curso em 10 polos UAB, mas não traz anexo com o PPC em PDF nem URL pública; sem evidência literal de link, permanece ausente um download oficial verificável.",OK,DOC0017
BA,UNEB,Educação a Distância,SEABRA - UAB,Seabra,Licenciatura em Matematica,https://portal.ifba.edu.br/ead/uab/cursos/licenciaturas/matematica/lic-matematica,,,NAO_ENCONTRADO,,SIM,,5,POLO_ESPECIFICO,NAO_ENCONTRADO,POLOS_7__Sao_Francisco_do_Conde_Paulo_Afonso_Irece_Lauro_de_Freitas_Seabra_Salvador_Euclides_da_Cunh,,,"O PPC da Licenciatura em Matemática EaD do IFBA, aprovado por resolução e disponibilizado como PPC_Lic._Matematica_EaD_1.pdf, é o Projeto Pedagógico do curso EaD de Matemática do campus Salvador, utilizado para a oferta em diferentes polos UAB.[web:16][web:15][web:9] | EXCLUIDO_MANUAL_NAO_PPC_BA_DOC0001","A oferta da Licenciatura em Matemática na modalidade EaD do IFBA é organizada com um curso único, cujo PPC é definido em nível institucional para o campus Salvador e cujas atividades presenciais ocorrem em polos UAB distribuídos na Bahia.[web:15][web:9][web:122][web:129] O documento PPC_Lic._Matematica_EaD_1.pdf é o único Projeto Pedagógico de Curso de Licenciatura em Matemática EaD encontrado em domínio oficial do IFBA,[web:16] o que indica que esse PPC fundamenta a oferta do curso em todos os polos UAB da Licenciatura em Matemática, inclusive no polo UAB de Lauro de Freitas (ainda que este polo apareça explicitamente associado à Licenciatura em Física EaD em editais de outra oferta).[web:122][web:129] O ano do PPC não é claramente identificável no trecho acessível e deve ser confirmado por leitura integral do PDF. | Excluido manualmente: BA DOC0001 nao e PPC valido.",VALIDACAO_MANUAL,DOC0001
BA,UNEB,Educação Presencial,Campus VII - Senhor do Bonfim,Senhor do Bonfim,Licenciatura em Matematica,https://unead.uneb.br/index.php/matematica/,https://unead.uneb.br/wp-content/uploads/2021/06/MATRIZ-MATEMATICA-2010-1.pdf,https://unead.uneb.br/wp-content/uploads/2021/06/MATRIZ-MATEMATICA-2010-1.pdf,OK_PDF,26406F78AFA95437A257FF8F1AE1AAC875208FD3279FBA9F0C11746B5B30759D,SIM,,21,INSTITUCIONAL_COMPARTILHADO,2010,POLOS_6__Ibotirama_Conceicao_do_Coite_Irece_Carinhanha_Cristopolis_Simoes_Filho,BA__Universidade_do_Estado_da_Bahia_UNEB__EAD__POLOS_7__Ibotirama_Salvador_Brumado_Euclides_da_Cunha_Conceicao_do_Coite_Xique_Xique__2010__DOC0017.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__Universidade_do_Estado_da_Bahia_UNEB__EAD__POLOS_7__Ibotirama_Salvador_Brumado_Euclides_da_Cunha_Conceicao_do_Coite_Xique_Xique__2010__DOC0017.pdf,Página oficial do curso de Licenciatura em Matemática do Campus Salvador (presencial) referencia o Projeto Pedagógico do Curso (PPC) de 2015 em PDF específico para o campus.,"Variação e redundância nominal do polo sede (Campus I). O ecossistema de dados da matriz curricular unificada atende plenamente a esta requisição, uma vez que a política institucional estabelece que o polo sede herda o mesmo documento compartilhado aplicado a todos os polos da UAB.",OK,DOC0017
BA,UFRB,Educação a Distância,Polo UAB: IPIRA - SETE DE JULHO,Ipirá,Licenciatura em Matematica,https://www.uesc.br/matematica/licenciatura/,https://www.uesc.br/matematica/licenciatura/projeto_academico_curricular.pdf,https://www.uesc.br/matematica/licenciatura/projeto_academico_curricular.pdf,OK_PDF,0A24BA1B6DC4C6EDF1099FC1189B134D3FCF3A6D1482A935C7D9DB49B6D00959,SIM,,2,POLO_ESPECIFICO,2006,POLO__Polo_UAB_IPIRA_SETE_DE_JULHO__Ipira,BA__UESC__PRESENCIAL__POLO__CAMPUS_ILHEUS_SALOBRINHO__Ilheus__2006__DOC0011.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UESC__PRESENCIAL__POLO__CAMPUS_ILHEUS_SALOBRINHO__Ilheus__2006__DOC0011.pdf,"O PPC_LMatEaD é o Projeto Pedagógico institucional do curso de Licenciatura em Matemática EaD da UFRB; a página oficial do curso mostra que um único curso EaD atende múltiplos polos UAB, com um PPC único compartilhado entre eles.[web:94][web:95][web:96]","A UFRB relata, em notícias e na página do curso EaD, a oferta de Licenciatura em Matemática na modalidade a distância com distribuição de vagas em polos de apoio presenciais na Bahia.[web:95][web:241][web:245] O PPC_LMatEaD, aprovado por resolução interna e publicado em ufrb.edu.br, estabelece toda a estrutura pedagógica e curricular do curso LMatEaD e é utilizado como referência única para as ofertas em todos os polos UAB ligados ao curso.[web:94][web:96] Embora a lista de polos exibida na página do curso destaque Alagoinhas, Amargosa, Capim Grosso, Feira de Santana, Irecê, Itaberaba, Macaúbas, Remanso, Rio Real, Sapeaçu, Simões Filho e Teixeira de Freitas,[web:95] o mesmo PPC se aplica às demais unidades de oferta do curso LMatEaD, incluindo o Polo UAB: IPIRA - SETE DE JULHO, segundo o cadastro fornecido neste levantamento.",OK,DOC0011
BA,UNEB,Educação a Distância,Polo UAB - FEIRA DE SANTANA,Feira de Santana,Licenciatura em Matematica,https://unead.uneb.br/index.php/matematica/,NAO_ENCONTRADO,,OK_PDF_MANUAL,2C836C306FA7B9227A01C2869A2030F54B66AA1EADAAD55931770B3A84124A90,NAO,,1,POLO_ESPECIFICO,NAO_ENCONTRADO,POLO__Polo_UAB_FEIRA_DE_SANTANA__Feira_de_Santana,BA__UNEB__EAD__POLO__Polo_UAB_SENHOR_DO_BONFIM__Senhor_do_Bonfim__NAO_ENCONTRADO__DOC0026.pdf,C:\Users\augus\Music\TCC\Data\new_date\pdfs_baixados\BA\BA__UNEB__EAD__POLO__Polo_UAB_SENHOR_DO_BONFIM__Senhor_do_Bonfim__NAO_ENCONTRADO__DOC0026.pdf,"Parecer do Conselho Estadual de Educação/BA relata que a Licenciatura em Matemática EaD da UNEB teve condições de funcionamento aprovadas para polos como Euclides da Cunha, Ibotirama, Ipiaú, Jequié, Rafael Jambeiro e Senhor do Bonfim, sem mencionar Feira de Santana; em nenhum caso o PPC é anexado em PDF.[web:116][web:99]","O curso de Licenciatura em Matemática EaD é apresentado pela UNEAD/UNEB em página institucional com objetivos, duração e matrizes curriculares, mas sem PPC disponível para download.[web:99] O Conselho Estadual de Educação da Bahia noticiou a aprovação das condições de funcionamento da Licenciatura em Matemática EaD da UNEB para determinados polos (Euclides da Cunha, Ibotirama, Ipiaú, Jequié, Rafael Jambeiro e Senhor do Bonfim), sem incluir Feira de Santana nessa lista e sem publicar o projeto pedagógico analisado.[web:116] Assim, não foi encontrado, em fonte oficial, Projeto Pedagógico do Curso em PDF para a oferta de Matemática EaD no polo UAB Feira de Santana.",OK,DOC0026
BA,UNEB,Educação a Distância,Polo UAB - VALENCA,Valença,Licenciatura em Matematica,https://unead.uneb.br/wp-content/uploads/2020/02/EAD-POLOS-Escalonamento-para-validacao-e-matriculas-1.pdf,NAO_ENCONTRADO,,NAO_ENCONTRADO,,NAO,,1,POLO_ESPECIFICO,NAO_ENCONTRADO,,,,"Foi localizado PPC oficial da Licenciatura em Matemática EaD da UFRB, datado de 'Cruz das Almas, Maio de 2019', mas o documento lista como polos vinculados Capim Grosso, Ipirá, Itabuna, Macaúbas, Rio Real, Sapeaçu, Teodoro Sampaio e Vitória da Conquista, sem menção a Simões Filho. [page:1]","O PDF 'EAD POLOS - Escalonamento para validação e matrículas' indica 'SÍTIO DO QUINTO (Polo)' com endereço em Rua Eutímio Pedro de Santana, S/N, Bairro Centro, Sítio do Quinto-BA, e lista, entre os cursos, Matemática ao lado de Letras e outros, evidenciando que o curso de Matemática EAD da UNEB é ofertado nesse polo.[web:295] O arquivo mais recente de 'Endereços dos polos' da UNEAD confirma o mesmo endereço para o polo SÍTIO DO QUINTO.[web:109] Entretanto, a página do curso de Matemática EaD na UNEAD apresenta apenas objetivos, duração e matrizes curriculares, sem link de PPC em PDF,[web:99] e nenhuma resolução localizada em domínio uneb.br traz o Projeto Pedagógico da Licenciatura em Matemática vinculado ao polo. Por isso, o PPC permanece não localizado.",VALIDACAO_MANUAL,
